"Devotional Song Lyrics
",Devotional Song Meaning
"Ram Ram Ram Parama Sumangala Ram Ram Ram
Janani Janaki Jeevana Ram
Jai Jai Ram Sai Ram Jayatu Jayatu Rama
Parama Sumangala Ram Ram Ram
","The Name of Ram is highly auspicious. Lord Rama is the life of universal Mother Janaki. Victory to Ram and Sai Ram, whose Names are highly auspicious.
"
"Rama Bhaktha Hanumantha
Rama Daasa Hanumantha
Anjana Sutha Abhaya Pradayaka
Vayu Putra Vara Pradayaka
Sri Rama Daasa (Dootha) Namo Namo (2)
","Hanumantha, the dear devotee and servant of Lord Rama. He whose Mother is Anjana and grants freedom from fear to His devotees. He is the son of the Wind god, bestower of boons. Let us offer our obeisances to the servant and messenger of Sri Rama.
"
"Rama Charan Sukha Dayi Bhajorey (3)
Ram Naam Ke Do Akshara Mey
Sab Sukh Shanthi Samayi Rey
Sai Nath Ke Charan Mey Aakar
Jeevan Saphal Banao Rey
","Worshipping the Lotus Feet of Lord Ram endows one with happiness. Reciting only the two letters Ra and Ma, confers everlasting peace and happiness. Finish the mission of human birth by surrendering to the Lotus Feet of Lord Sai (by merging in Lord Sai).
"
"Rama Dhyaana Nirata Anjaneya
Rama Seva Vratha Hanumantha
Swami Mukhya Prana Pavamana
Daithya Kulaantaka Mahaveera
Anjanaadri Vasa Gunavanta
Dasanudasa (Sri Rama Dasa) Hanumantha
","Salutations to Anjaneya, who is always immersed in meditation on Rama, who has taken a vow to be at service to Rama. The one who has won the confidence of Lord Rama. Hanuman is the champion uprooter of the demon race, the storehouse of good qualities, who lives in the Anjanaadri Hills, the one who serves those who serve the Lord, the true servant of Sri Rama.
"
"Rama Govinda Harey
Bhajorey Rama Govinda harey |Rama Govinda...|
Dasharatha Nandana Rama Harey
Dasha Mukha Mardhana Rama Harey
Gokula Nandana Shyama Harey
Parthi Pureeshwara Sai Harey
","Sing in Praise of Rama and Govinda. Rama, the darling son of Dasharatha, The One who annihilated the ten headed Ravana. Shyama is the dear son of Gokula Sai, their embodiment, is the Lord of Parthi.
"
"Rama Govinda Harey Krishna Gopal Harey
Sri Madhusudhana Harey Harey Harey
Sri Madhusudhana Harey
Devaki Nandana Goparipalana
Yadava Nanda Nandana Harey Harey
Yadava Nanda Nandana
Hey Jagat Palana Deena Janavana
Mathura Puri Madhava Harey Harey
Mathura Puri Madhava
Patithodharana Patitha Pavana
Parthi Vihari Krishnana Harey Harey
Parthi Vihari Krishnana
","Glory to Rama, Govinda (sustainer of all beings) the names of Lord KrishnaHe is the slayer of demon Madhu. The darling son of Devaki, ruler of all beings; The beloved Yadava child. The ruler of all worlds, benefactor of the meek, glory to that Lord of Mathura, the Lord of Lakshmi. Liberator of the chaste. Glory to the Lord of Parthi, who is verily, the same Krishna.
"
"Rama Harey Hari Naam Bolo
Hari Naam Bolo Sai Naam Bolo |Rama Harey...|
Sai Rama Parama Dayala
Parama Dayala (2)
Man Mandir Mey Diya Ujaala
Nanak Sai Bolo Govinda Sai Bolo
Yesu Sai Bolo Buddha Sai Bolo
Allah Sai Bolo Maulah Sai Bolo (2)
","Sing the many names of the Lord Rama, Hari, Govinda. Chant the name of Guru Nanak, Allah, Maulah and the all-pervasive Lord who is extremely compassionate and whose presence has kindled the light in the temple ofour hearts. Chant the Name of Rama and of Hari. Light the lamp of Love in our Hearts, Oh Sai the most merciful One. Chant the names of Allah and Maulah Sai, Nanak Sai and Govinda Sai.
"
"Rama Harey Raghu Rama Harey
Shyama Harey Ghana Shyama Harey
Janaki Jeevana Rama Harey
Radha Madhava Shyama Harey
","Chant the name of Lord Rama, Ghana Shyama and Madhava. Chanting the Name destroys sins and evil. Sing the glory of Rama of Raghu clan, the very life of Mother Janaki and Shyama the dark complexioned one who is dear to Radha. Oh son of Nanda and playful stealer of butter (pure heart), Oh Madhava, (All names of Krishna).
"
"Rama Harey Sai Krishna Harey Sarva Dharma Priya Sai Harey
Allah Eshwar Sai Harey
Guru Nanak Yesu Buddha Harey
Zohrashtra Mahaveera Sai Harey
Sarva Dharma Priya Sai Harey (Baba)
Rama Harey Sai Krishna Harey (4)
","Glory to Rama, glory to Krishna, glory to Lord Sai, who loves all religions equally.Oh Devotees! Glory to the name of the Lord of all faiths; Who is known by different names as Rama, Krishna, Allah, Eshwar, Guru Nanak, Jesus, Buddha, Zohrashtra, Mahaveera. Sai responds to any of these names.
"
"Rama Harey Sita Ram
Shyam Harey Radhey Shyam
Sita Vallabha Sundara Ram
Murali Manohara Radhey Shyam
Parthi Pureeshwara Ram
","Chant the name of Lord Rama, the Lord of Sita, Radhey Shyam, the Lord of Radha. Chant the name of Rama, the handsome consort of Sita, Radhey Shyam, the enchanting Flute Player. They are none other than our Lord of Parthi, Sai Ram.
"
"Rama Jai Jai Rama Sai Rama Jai Jai Ram
Rajeeva Lochana Raghava Sundara Rama Jai Jai Ram
Sai Rama Jai Jai Ram
Sathya Swaroopa Shanthi Pradayaka Rama Jai Jai Ram
Amrutha Bhaashi Abhaya Pradayaka Rama Jai Jai Ram
Anatha Natha Deena Natha Rama Jai Jai Ram |Sai Rama|
","Glory be to Rama, the lotus eyed One, the handsome King, Glory be to Sai Rama. Rama is the personification of Truth; grants Peace and freedom from fear. Glory to the One of nectarine words. Rama, the refuge of the forlorn, Lord Sai Rama.
"
"Rama Jayam Hari Rama Jayam
Raghava Dhyanamey Lokamayam |Rama Jayam...|
Rama Sita Pathi Raghava Mantram
Ramya Suguna Gana Sevya Niranthram
Rama Daya Para Sujana Pavitram |Ravikula|
Ravikula Dasharatha Suthamuna Hari Jaya.
","Glory be to Lord Rama of Raghu lineage, The entire world meditates on Rama. Glory be to the dear son of Dasharatha of the Solar Dynasty. Chant the Name of Raghava the Lord of Sita, and immerse ourselves ever in extolling His Divine qualities and in His service Rama who shows immense compassion towards the pure and the good ones.
"
"Rama Kodanda Rama Rama Pattabhi Rama Rama Kalyana Rama Raghava
Rama Sita Pathi Rama Neevey Gathi
Rama Neeku Mrokkiti Rama Nee Chey Jikkiti |Rama Kodanda...|
Rama Neekokka Mata Rama Nakokka Moota
Rama Nee Paatey Paata Rama Nee Baatey Baata |Rama Kodanda...|
Rama Neekevaru Todu Rama Kreeganta Choodu
Rama Nenu Neevadu Rama Natho Mathadu |Rama Kodanda...|
Rama Naamamey Melu Rama (Swami) Chintaney Chaalu
Nee Naamamey Melu Nee Chintaney Chaalu
Naamamey Melu Chintaney Chaalu
Rama Neevu Nannelu Rama Raayadey Chaalu |Rama Kodanda...|
","Lord Rama who bears the Bow and arrow, the crowned King of Ayodhya, Rama, born for the welfare of entire Humanity. There is no refuge other than You, Oh Lord Rama consort of Sita. Rama, I pleaded with You, Oh Lord, I got the support of your benevolent hand, Oh Rama, Your One word is enough to contemplate and that is equivalent to a sack full (moota). Rama, there is no song other than the song about You, there is no path other than the way to You. Oh Rama, who is there for your company, why don't you look at me? I am yours Oh Lord, please converse with me. Chanting the name of Rama is better, Contemplating on Rama is enough. Please protect me, OhLord Rama, Your name alone is enough.
"
"Rama Krishna Govinda Narayana
Narayana Hari Narayana |Rama Krishna...|
Sri Lakshmi Ramana Narayana
Om Anantha Narayana (Hari) (3)
","Worship Lord Rama, Krishna, Govinda, Narayana He is none other than Lord Hari, the Supreme one.He is the Lord of the Goddess of Prosperity (Godess Lakshmi). He is the infinite, supreme Lord Hari.
"
"Rama Krishna Govinda Narayana
Narayana Hari Narayana |Rama Krishna...|
Sri Lakshmi Ramana Narayana
Om Anantha Narayana (Hari) (3)
","Worship Lord Rama, Krishna, Govinda, Narayana He is none other than Lord Hari, the Supreme one.He is the Lord of the Goddess of Prosperity (Godess Lakshmi). He is the infinite, supreme Lord Hari.
"
"Rama Krishna Govinda Narayana Keshava
Radhika Ramana Madhava Jaya Ranga Deva
Harey Rama Harey Krishna Sita Rama Raghava |Radhika|
","Chant the names of the Lord Rama, Krishna, Narayana, Keshava and Madhava. The one adored by Radhika (Radha), Lord of Lakshmi, victory to you the Lord of the stage (world). Glory to Rama, Krishna.
"
"Rama Krishna Hari Mukunda Murari
Panduranga Hari Panduranga Hari
Deva Deva Deva Mahadeva Deva
Adi Deva Deva Brahma Vishnu Deva
Brahma Vishnu Deva Sathya Sai Deva |Panduranga Hari|
Panduranga Hari Jai Jai Panduranga Hari (3)
Panduranga Hari (2)
","Chant the names of the Lord Rama, Krishna, Hari, Mukunda, the one who liberates, Murari, the one who slayed the demon, MuraHe is Pandu Ranga, Lord of Lords. He is the great God, Mahadeva (Shiva), He is the primordial Lord, the trinity of Brahma, Vishnu and ShivaHe is now taken form as Sathya Sai. Victory to Lord Pandu Ranga Hari.
"
"Rama Krishna Hari Mukunda Murari
Panduranga Hari Panduranga Hari
Deva Deva Deva Mahadeva Deva
Adi Deva Deva Brahma Vishnu Deva
Brahma Vishnu Deva Sathya Sai Deva |Panduranga Hari|
Panduranga Hari Jai Jai Panduranga Hari (3)
Panduranga Hari (2)
","Chant the names of the Lord Rama, Krishna, Hari, Mukunda, the one who liberates, Murari, the one who slayed the demon, MuraHe is Pandu Ranga, Lord of Lords. He is the great God, Mahadeva (Shiva), He is the primordial Lord, the trinity of Brahma, Vishnu and ShivaHe is now taken form as Sathya Sai. Victory to Lord Pandu Ranga Hari.
"
"Rama Krishna Hari Narayana
Deena Janavana Hari Narayana
Deena Sharanya Narayana
Bhava Bhaya Harana Sai Narayana
","Chant the name of Lord Rama, Krishna, Narayana and Hari. Lord Narayana, who is the protector and the One in whom the downtrodden has taken refuge. Lord Sai Narayana, who protects and liberates us from the bondage of life and death.
"
"Rama Krishna Hari Sathya Sai Murari
Sai Murari Sathya Sai Murari |Rama Krishna...|
Allah Eshwar Yesu Bhi Tum Ho
Tum Ho Ram Aur Shyam Murari
Buddha Hi Tum Ho Brahma Bhi Tum Ho
","Oh Sai Baba, You are none other than Rama, Krishna and Hari. Victory to You! You are Jesus Christ, You are Allah. You are Eshwar, Buddha and Lord Brahma.
"
"Rama Krishna Jaya Bolo (Bhaja Mana)
Rama Krishna Jaya Sai Krishna Jaya |Rama Krishna...|
Raghukula Bhooshana Rama Rama Ram
Radha Madhava Shyama Shyama Shyam
Harey Ram Harey Ram Harey Krishna Harey Ram
","Oh Mind! Chant the name of Lord Rama and Krishna. Victory to Lord Rama, the Jewel of the Raghu dynasty. Victory to the dark-hued Lord Krishna, Lord of Radha Chant the Mantra, 'Harey Ram Harey Krishna'.
"
"Rama Krishna Rama Krishna Rama Krishna Bhajorey
Sri Hari Madhava Govinda Keshava |Rama Krishna.|
Nanda Nanda Shyama Govinda
Pandari Natha Panduranga Bhajorey
","Sing the Glory of Rama, Krishna, Hari, Madhava, Govinda and Keshava. Sing the Glory of Shyama, the son of Nanda and Panduranga, the Lord of Pandharpur.
"
"Rama Krishna Tum Ho Jaya Ram Jaya Ram
Sai Krishna Tum Ho Sai Ram Sai Ram
Yesu Pitha Tum Ho Hey Ram Hey Ram
Allah Eshwar Ho Allah Ho Akbar
Shirdi Sai Tum Ho Sai Ram Sai Ram
","Oh Lord Sai you are everybody--Rama, Krishna, Yesu, Allah, Eshwar and Shirdi Sai
"
"Rama Krishna Vasudeva Narahari Vittala
Harey Rama Vittala Harey Krishna Vittala
Panduranga Purandara Pandari Vittala
Shirdi Sai Vittala Parthi Sai Vittala |Panduranga|
Sathya Sai Vittala Parthi (Prema) Sai Vittala
Sathya Dharma Vittala Shanthi Prema Vittala
Sai Vittala Sarvam Vittala
Vittala Vittala Panduranga Vittala
Vittala Vittala Parthi Ranga Vittala
Vittala Vittala Sai Ranga Vittala
Vittala Vittala Parthi Ranga Vittala
","Chant the names of Lord Rama, Krishna, Vasudeva, Hari in human formGlory to Vittala, who is Rama and Krishna. The Panduranga Vittala, Lord of Saint Purandaradasa, is born in Shirdi as Sai. He is also our Sai of Parthi. He who preaches Truth, Righteousness, Peace is Sai, who encompasses all. Sing of Vittala, Panduranga Vittala.
"
"Rama Krishna Vasudeva Narayana Hari Hari
Vishwa Roopa Vasudeva Narayana Hari Hari
Narayana Hari Hari Om Narayana Hari Hari |Vishwa Roopa|
","Chant the names of Lord Rama, Krishna, Vasudeva, Hari Narayan, The all-pervading cosmic form of the Lord of Lords, Lord Hari, who is Sai Deva.
"
"Rama Krishna Vasudeva Sai Nandalal
Harey Rama Rama Krishna Sai Nandalal
Sai Nandalal Sai Nandalal
Deena Bandhu Deena Natha Sai Nandalal
Sai Nandalal Sai Nandalal
Shirdi Vasa Srinivasa Sai Nandalal |Sai Nandalal|
","Pray to Sai, who is Rama, Krishna, Vasudeva, son of Nanda. Glory to Rama, Krishna and Sai. Sai is the son of Nanda, born again. Refuge of the meek and the forlorn. He is Sai of Shirdi, Lord Srinivasa of Tirupati (Vishnu).
"
"Rama Lakshmana Janaki Jai Bolo Hanuman Ki
Anjani Putra Balabheema Anjaneya Balabheema
Balabheem (6) Balabheema
Vayu Kumara Balabheema Vanara Veera Balabheema |Balabheem (6) |
Parthi Pureesha Sai Rama Pavana Purusha Sai Rama
Sai Ram (6) Sai Rama
","Victory to Hanuman, along with Rama, Lakshmana and Sita. Victory to the mighty son of Anjana, Hanuman. He is the son of Vayu (God of wind), He is the son of the monkey clan. Bow to the Lord of Parthi, Sai Rama, the pure and blemishless one.
"
"Rama Naam Smaranam Samastha Paapa Haranam
Kaama Krodha Haranam Raghuveera Naama Smaranam
Deena Janodharanam Bhavaabdhi Dukha Haranam
","Contemplating on the Name of Rama destroys all sins. Remembering the Name of the Hero of Raghu Dynasty (Rama) destroys desire and anger. Serving the hapless and the forlorn destroys the sorrows of the cycle of birth and death.
"
"Rama Naama Bolo Sai Naama Bolo Radhey Shyam Ghana Shyam Jai Bolo
Rama Naama Bolo Sai Naama Bolo
Radhey Shyam Ghana Shyam
","Chant the names of Lord Rama, Sai Rama, Radhey Shyama and Ghana Shyama (Dark blue hued). Chant the Name of Rama, Sai, Radheyshyam and Ghanashyam, Glory be to Him.
"
"Rama Naama Smaranam Sada Mokshanandakaram
Sri Krishna Naama Smaranam Sada Hrudaya Kutuhalam
Sri Govinda Naama Smaranam Sada Lakshmi Krupakaram
Sri Anjaneya Smaranam Sada Dhairyanandakaram
Sri Sai Naama Smaranam Sada Sarva Anandakaram
","Chanting Rama's name continuously confers liberation. Chanting Krishna's name repeatedly confers enthusiasm in the Heart. Chanting Govinda's name repeatedly confers prosperity. Chanting the Name of Anjaneya (Hanuman) continuously confers courage or fearlessness. Chanting the Name of Sai always confers bliss for all.
"
"Rama Naama Tarakam Sada Bhajorey
Rama Naama Tarakam Sada Japo Rey |Rama Naama...|
Sai Darshanam Paapa Nashanam
Sai Sparshanam Moksha Dayakam
","Always worship Lord Rama, who helps to liberate oneself. Incessantly chant the liberating name of Rama. The darshan (sight) of Sai liberates you from all sins.The touch of Sai bestows on you enlightenment.
"
"Rama Naama Tarakam Sada Bhajorey 
Sada Bhajorey Sadaa Japorey 
Ram Ram Ram Jai Kodanda Rama 
Ram Ram Ram Jai Kalyaana Rama 
Ram Ram Ram Jai Pattaabhi Rama","Always worship Lord Rama, who helps to liberate oneself. Incessantly chant the liberating name of Rama. The invincible one holding the bow, the one who was coronated rightfully, the one who confers grace on the world.
"
"Rama Raghava
Ranjita Roopa Hey Rajeeva Lochana |Rama Raghava...|
Rama Rama Ravikula Soma
Ravikula Soma Ravikula Soma |Rama Rama Ravikula...|
Ravana Samhara Ranadheera
","Rama, otherwise known as Raghava, attracts all with His Form, the lotus eyed One. The doyen of Ravi lineage, the indomitable warrior who annihilated the demon Ravana.
"
"Rama Raghava (Sai)
Raghu Nandana Ravikula Soma |Rama...|
Ravana Mardhana Ramabhi Rama
Ramethi Rama Raghu (Sai) Rama
","Chant the name of Lord Rama, Lord Sai Rama and Lord Raghava. Rama, also known as Raghava, is the Scion of Raghu dynasty, of Solar lineage. Rama who vanquished the demon Ravana, has now incarnated as Sai Rama.
"
"Rama Raghava Raghuveera
Sridhara Madhava Govinda |Rama...|
Keshava Madhava Madhusudhana
Achyutha Anantha Narayana
Gopi Lola Gopala
","Chant of Rama, known as Raghava, who is the champion of the Raghu lineage. Chant the various Names of Krishna, Sridhara (the one who bears Mother Lakshmi in His heart), Madhava, Govinda, Keshava (the One with long hair), Madhusudhana (the One who demolished the demon Madhu), Achyutha - undecaying, Anantha - endless, Narayana (indweller), Gopala (sustainer), who is dear to the Gopis.
"
"Rama Raghuvara Ram Sita Ram Rama Ram (2)
Rama Dasharatha Nandana Kamaneeya Komala Ram
Rama Danava Bhanjana Kodanda Raja Ram
Deena Bandhu Karuna Sindhu Rama Sai Ram
Rama Bhaja Mana Rama Bhaja Mana Rama Pavana Naam
","Chant the Name of Rama whose consort is Mother Sita, He is the son of King Dasharatha. Rama the tender, handsome, one who is the annihilator of the demon clan; The One who wields the bow, an Ocean of compassion and dear to the forlorn.Sing the glory, Oh mind, of the purifying name of Rama.
"
"Rama Raghuvara Rama Sita Rama Rama Ram
Sri Rama Rama Ram Sai Rama Rama Ram |Rama Raghuvara...|
Hey Patitha Pavana Ram Hey Shyamala Komala Ram
Hey Vaidehi Priya Ram Sai Ram Rama Jaya Ram |Sri Rama|
","Chant the name of Rama whose consort is Mother Sita; He, who liberates the penitent, the handsome and tender Lord. He is the beloved of Vaidehi (Sita), victory to Lord Ram.
"
"Rama Rama Jaya Jaya Rama
Raghuveeram Ranadheeram |Rama Rama...|
Atma Ramam Akhanda Ramam
Ananda Sada Adbhuta Ramam
","Victory to Lord Rama, the hero of the Raghu dynasty, the illustrious warrior. He is the indwelling Atma, the unique one. He is the wonderful Rama who bestows eternal bliss.
"
"Rama Rama Jaya Raghukula Tilaka
Rajeeva Lochana Ram&nbsp;
Eshwaramba Sutha Jaya Jaga Vandana&nbsp;
Ratnakara Kula Deepa (3)
","Worship the Lotus - Eyed Lord Rama, who is the auspicious symbol of the Raghu dynasty. He is Sai Ram, the son of Mother Eshwaramba and is the glory of the Ratnakara dynasty.
"
"Rama Rama Jaya Raja Ram Rama Rama Jaya Sita Ram (4)
","Victory to Rama the consort of Janaki.
"
"Rama Rama Raghu Ram Shyam Shyam Ghana Shyam
Koi Kahey Ram Koi Kahey Rahim Koi Kahey Ghana Shyam
Nanak Yesu Buddha Mahaveer
Sab Hai Sai Bhagawan (2)
","Sing of Lord Rama, the dark-hued Krishna, Some call Him Ram, some Rahim, some say the dark blue hued one. Some bow to Nanak, Jesus, Buddha, Mahaveer. Lord Sai is one with all of them.
"
"Rama Rama Ram Raghu Nandana Atma Ram (Sri)
Sri Rama Rama Ram Dasharatha Nandana Ram |Rama Rama...|
Kausalyatmaja Vaidehi Priya Ayodhya Vasi Ram
Dasha Mukha Mardhana Maruti Sevitha Veera Kodanda Ram
Eshwaramba Priya Sutha Hey Avatari Sai Ram
Jai Jai Ram Janaki Ram
Jai Jai Ram Sita (Sai) Ram
","Sing the Divine Name of Rama who was the son of Dasharatha, Who was the very life of his mother Kausalya and who was the chief of the Raghu clan. Chant the name of Sita's consort, the handsome Rama, resident of Ayodhya. Praise Rama who destroyed Ravana with the famous bow, Kodanda and the one who is served by Hanuman. Sing the name of the son of Eshwaramba, the Lord of Puttaparthi, Sai Rama!
"
